iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
IDN,Asia,Indonesia,2020-03-02,2.0,2.0,,,,,0.007,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-03,2.0,0.0,,,,,0.007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-04,2.0,0.0,,,,,0.007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-05,2.0,0.0,,,,,0.007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-06,4.0,2.0,,,,,0.014,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-07,4.0,0.0,,,,,0.014,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-08,6.0,2.0,0.857,,,,0.022,0.007,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-09,19.0,13.0,2.429,,,,0.069,0.047,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-10,27.0,8.0,3.571,,,,0.098,0.029,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-11,34.0,7.0,4.571,1.0,1.0,,0.123,0.025,0.017,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-12,34.0,0.0,4.571,1.0,0.0,,0.123,0.0,0.017,0.004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-13,69.0,35.0,9.286,4.0,3.0,,0.25,0.127,0.034,0.014,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-14,96.0,27.0,13.143,5.0,1.0,,0.347,0.098,0.048,0.018,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-15,117.0,21.0,15.857,5.0,0.0,,0.423,0.076,0.057,0.018,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-16,134.0,17.0,16.429,5.0,0.0,,0.485,0.062,0.059,0.018,0.0,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-17,172.0,38.0,20.714,5.0,0.0,0.714,0.622,0.138,0.075,0.018,0.0,0.003,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-18,227.0,55.0,27.571,19.0,14.0,2.571,0.821,0.199,0.1,0.069,0.051,0.009,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-19,311.0,84.0,39.571,25.0,6.0,3.429,1.125,0.304,0.143,0.09,0.022,0.012,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-20,369.0,58.0,42.857,32.0,7.0,4.0,1.335,0.21,0.155,0.116,0.025,0.014,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-21,450.0,81.0,50.571,38.0,6.0,4.714,1.628,0.293,0.183,0.138,0.022,0.017,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-22,514.0,64.0,56.714,48.0,10.0,6.143,1.86,0.232,0.205,0.174,0.036,0.022,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-23,579.0,65.0,63.571,49.0,1.0,6.286,2.095,0.235,0.23,0.177,0.004,0.023,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-24,686.0,107.0,73.429,55.0,6.0,7.143,2.482,0.387,0.266,0.199,0.022,0.026,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-25,790.0,104.0,80.429,58.0,3.0,5.571,2.859,0.376,0.291,0.21,0.011,0.02,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-26,893.0,103.0,83.143,78.0,20.0,7.571,3.231,0.373,0.301,0.282,0.072,0.027,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-27,1046.0,153.0,96.714,87.0,9.0,7.857,3.785,0.554,0.35,0.315,0.033,0.028,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-28,1155.0,109.0,100.714,102.0,15.0,9.143,4.179,0.394,0.364,0.369,0.054,0.033,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-29,1285.0,130.0,110.143,114.0,12.0,9.429,4.65,0.47,0.399,0.413,0.043,0.034,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-30,1414.0,129.0,119.286,122.0,8.0,10.429,5.116,0.467,0.432,0.441,0.029,0.038,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-03-31,1528.0,114.0,120.286,136.0,14.0,11.571,5.529,0.413,0.435,0.492,0.051,0.042,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-01,1677.0,149.0,126.714,157.0,21.0,14.143,6.068,0.539,0.459,0.568,0.076,0.051,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-02,1790.0,113.0,128.143,170.0,13.0,13.143,6.477,0.409,0.464,0.615,0.047,0.048,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-03,1986.0,196.0,134.286,181.0,11.0,13.429,7.186,0.709,0.486,0.655,0.04,0.049,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-04,2092.0,106.0,133.857,191.0,10.0,12.714,7.57,0.384,0.484,0.691,0.036,0.046,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-05,2273.0,181.0,141.143,198.0,7.0,12.0,8.225,0.655,0.511,0.716,0.025,0.043,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-06,2491.0,218.0,153.857,209.0,11.0,12.429,9.014,0.789,0.557,0.756,0.04,0.045,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-07,2738.0,247.0,172.857,221.0,12.0,12.143,9.907,0.894,0.625,0.8,0.043,0.044,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.65,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-08,2956.0,218.0,182.714,240.0,19.0,11.857,10.696,0.789,0.661,0.868,0.069,0.043,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.65,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-09,3293.0,337.0,214.714,280.0,40.0,15.714,11.916,1.219,0.777,1.013,0.145,0.057,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.65,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-10,3512.0,219.0,218.0,306.0,26.0,17.857,12.708,0.792,0.789,1.107,0.094,0.065,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-11,3842.0,330.0,250.0,327.0,21.0,19.429,13.902,1.194,0.905,1.183,0.076,0.07,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-12,4241.0,399.0,281.143,373.0,46.0,25.0,15.346,1.444,1.017,1.35,0.166,0.09,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-13,4557.0,316.0,295.143,399.0,26.0,27.143,16.489,1.143,1.068,1.444,0.094,0.098,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-14,4839.0,282.0,300.143,459.0,60.0,34.0,17.51,1.02,1.086,1.661,0.217,0.123,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-15,5136.0,297.0,311.429,469.0,10.0,32.714,18.584,1.075,1.127,1.697,0.036,0.118,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-16,5516.0,380.0,317.571,496.0,27.0,30.857,19.959,1.375,1.149,1.795,0.098,0.112,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-17,5923.0,407.0,344.429,520.0,24.0,30.571,21.432,1.473,1.246,1.882,0.087,0.111,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-18,6248.0,325.0,343.714,535.0,15.0,29.714,22.608,1.176,1.244,1.936,0.054,0.108,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-19,6575.0,327.0,333.429,582.0,47.0,29.857,23.791,1.183,1.206,2.106,0.17,0.108,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-20,6760.0,185.0,314.714,590.0,8.0,27.286,24.461,0.669,1.139,2.135,0.029,0.099,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-21,7135.0,375.0,328.0,616.0,26.0,22.429,25.818,1.357,1.187,2.229,0.094,0.081,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-22,7418.0,283.0,326.0,635.0,19.0,23.714,26.842,1.024,1.18,2.298,0.069,0.086,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-23,7775.0,357.0,322.714,647.0,12.0,21.571,28.133,1.292,1.168,2.341,0.043,0.078,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-24,8211.0,436.0,326.857,689.0,42.0,24.143,29.711,1.578,1.183,2.493,0.152,0.087,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.09,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-25,8607.0,396.0,337.0,720.0,31.0,26.429,31.144,1.433,1.219,2.605,0.112,0.096,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.09,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-26,8882.0,275.0,329.571,743.0,23.0,23.0,32.139,0.995,1.193,2.689,0.083,0.083,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.09,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-27,9096.0,214.0,333.714,765.0,22.0,25.0,32.913,0.774,1.208,2.768,0.08,0.09,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.09,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-28,9511.0,415.0,339.429,773.0,8.0,22.429,34.415,1.502,1.228,2.797,0.029,0.081,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.09,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-29,9771.0,260.0,336.143,784.0,11.0,21.286,35.356,0.941,1.216,2.837,0.04,0.077,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.09,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-04-30,10118.0,347.0,334.714,792.0,8.0,20.714,36.611,1.256,1.211,2.866,0.029,0.075,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.09,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-05-01,10551.0,433.0,334.286,800.0,8.0,15.857,38.178,1.567,1.21,2.895,0.029,0.057,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.09,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-05-02,10843.0,292.0,319.429,831.0,31.0,15.857,39.235,1.057,1.156,3.007,0.112,0.057,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.09,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-05-03,11192.0,349.0,330.0,845.0,14.0,14.571,40.498,1.263,1.194,3.058,0.051,0.053,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-05-04,11587.0,395.0,355.857,864.0,19.0,14.143,41.927,1.429,1.288,3.126,0.069,0.051,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-05-05,12071.0,484.0,365.714,872.0,8.0,14.143,43.678,1.751,1.323,3.155,0.029,0.051,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-05-06,12438.0,367.0,381.0,895.0,23.0,15.857,45.006,1.328,1.379,3.239,0.083,0.057,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-05-07,12776.0,338.0,379.714,930.0,35.0,19.714,46.229,1.223,1.374,3.365,0.127,0.071,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-05-08,13112.0,336.0,365.857,943.0,13.0,20.429,47.445,1.216,1.324,3.412,0.047,0.074,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-05-09,13645.0,533.0,400.286,959.0,16.0,18.286,49.374,1.929,1.448,3.47,0.058,0.066,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-05-10,14032.0,387.0,405.714,973.0,14.0,18.286,50.774,1.4,1.468,3.521,0.051,0.066,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-05-11,14265.0,233.0,382.571,991.0,18.0,18.143,51.617,0.843,1.384,3.586,0.065,0.066,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-05-12,14749.0,484.0,382.571,1007.0,16.0,19.286,53.368,1.751,1.384,3.644,0.058,0.07,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-05-13,15438.0,689.0,428.571,1028.0,21.0,19.0,55.862,2.493,1.551,3.72,0.076,0.069,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-05-14,16006.0,568.0,461.429,1043.0,15.0,16.143,57.917,2.055,1.67,3.774,0.054,0.058,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-05-15,16496.0,490.0,483.429,1076.0,33.0,19.0,59.69,1.773,1.749,3.893,0.119,0.069,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-05-16,17025.0,529.0,482.857,1089.0,13.0,18.571,61.604,1.914,1.747,3.94,0.047,0.067,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-05-17,17514.0,489.0,497.429,1148.0,59.0,25.0,63.373,1.769,1.8,4.154,0.213,0.09,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-05-18,18010.0,496.0,535.0,1191.0,43.0,28.571,65.168,1.795,1.936,4.31,0.156,0.103,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
