iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
IDN,Asia,Indonesia,2020-10-14,344749.0,4127.0,4147.857,12156.0,129.0,97.714,1247.455,14.933,15.009,43.986,0.467,0.354,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-10-15,349160.0,4411.0,4085.143,12268.0,112.0,98.286,1263.416,15.961,14.782,44.391,0.405,0.356,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-10-16,353461.0,4301.0,4114.714,12347.0,79.0,95.714,1278.979,15.563,14.889,44.677,0.286,0.346,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-10-17,357762.0,4301.0,4115.714,12431.0,84.0,95.143,1294.542,15.563,14.892,44.981,0.304,0.344,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-10-18,361867.0,4105.0,4059.714,12511.0,80.0,95.286,1309.396,14.854,14.69,45.27,0.289,0.345,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-10-19,365240.0,3373.0,4074.857,12617.0,106.0,97.429,1321.601,12.205,14.745,45.654,0.384,0.353,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-10-20,368842.0,3602.0,4031.429,12734.0,117.0,101.0,1334.635,13.034,14.588,46.077,0.423,0.365,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-10-21,373109.0,4267.0,4051.429,12857.0,123.0,100.143,1350.074,15.44,14.66,46.522,0.445,0.362,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-10-22,377541.0,4432.0,4054.429,12959.0,102.0,98.714,1366.111,16.037,14.671,46.891,0.369,0.357,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-10-23,381910.0,4369.0,4064.143,13077.0,118.0,104.286,1381.92,15.809,14.706,47.318,0.427,0.377,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-10-24,385980.0,4070.0,4031.143,13205.0,128.0,110.571,1396.647,14.727,14.586,47.782,0.463,0.4,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-10-25,389712.0,3732.0,3977.857,13299.0,94.0,112.571,1410.152,13.504,14.394,48.122,0.34,0.407,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-10-26,392934.0,3222.0,3956.286,13411.0,112.0,113.429,1421.81,11.659,14.316,48.527,0.405,0.41,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-10-27,396454.0,3520.0,3944.571,13512.0,101.0,111.143,1434.547,12.737,14.273,48.892,0.365,0.402,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-10-28,400483.0,4029.0,3910.571,13612.0,100.0,107.857,1449.126,14.579,14.15,49.254,0.362,0.39,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-10-29,404048.0,3565.0,3786.714,13701.0,89.0,106.0,1462.026,12.9,13.702,49.576,0.322,0.384,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-10-30,406945.0,2897.0,3576.429,13782.0,81.0,100.714,1472.508,10.483,12.941,49.869,0.293,0.364,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-10-31,410088.0,3143.0,3444.0,13869.0,87.0,94.857,1483.881,11.373,12.462,50.184,0.315,0.343,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-01,412784.0,2696.0,3296.0,13943.0,74.0,92.0,1493.636,9.755,11.926,50.452,0.268,0.333,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-02,415402.0,2618.0,3209.714,14044.0,101.0,90.429,1503.109,9.473,11.614,50.817,0.365,0.327,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-03,418375.0,2973.0,3131.571,14146.0,102.0,90.571,1513.867,10.758,11.331,51.187,0.369,0.328,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-04,421731.0,3356.0,3035.429,14259.0,113.0,92.429,1526.011,12.144,10.984,51.595,0.409,0.334,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-05,425796.0,4065.0,3106.857,14348.0,89.0,92.429,1540.72,14.709,11.242,51.917,0.322,0.334,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-06,429574.0,3778.0,3232.714,14442.0,94.0,94.286,1554.39,13.67,11.697,52.258,0.34,0.341,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-07,433836.0,4262.0,3392.571,14540.0,98.0,95.857,1569.812,15.422,12.276,52.612,0.355,0.347,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-08,437716.0,3880.0,3561.714,14614.0,74.0,95.857,1583.851,14.04,12.888,52.88,0.268,0.347,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-09,440569.0,2853.0,3595.286,14689.0,75.0,92.143,1594.175,10.323,13.009,53.151,0.271,0.333,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-10,444348.0,3779.0,3710.429,14761.0,72.0,87.857,1607.849,13.674,13.426,53.412,0.261,0.318,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-11,448118.0,3770.0,3769.571,14836.0,75.0,82.429,1621.49,13.642,13.64,53.683,0.271,0.298,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-12,452291.0,4173.0,3785.0,14933.0,97.0,83.571,1636.59,15.1,13.696,54.034,0.351,0.302,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-13,457735.0,5444.0,4023.0,15037.0,104.0,85.0,1656.289,19.699,14.557,54.411,0.376,0.308,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-14,463007.0,5272.0,4167.286,15148.0,111.0,86.857,1675.365,19.076,15.079,54.812,0.402,0.314,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-15,467113.0,4106.0,4199.571,15211.0,63.0,85.286,1690.223,14.857,15.196,55.04,0.228,0.309,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-16,470648.0,3535.0,4297.0,15296.0,85.0,86.714,1703.014,12.791,15.548,55.348,0.308,0.314,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-17,474455.0,3807.0,4301.0,15393.0,97.0,90.286,1716.789,13.775,15.563,55.699,0.351,0.327,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-18,478720.0,4265.0,4371.714,15503.0,110.0,95.286,1732.222,15.433,15.819,56.097,0.398,0.345,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-19,483518.0,4798.0,4461.0,15600.0,97.0,95.286,1749.583,17.361,16.142,56.448,0.351,0.345,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-20,488310.0,4792.0,4367.857,15678.0,78.0,91.571,1766.923,17.34,15.805,56.73,0.282,0.331,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-21,493308.0,4998.0,4328.714,15774.0,96.0,89.429,1785.008,18.085,15.663,57.077,0.347,0.324,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-22,497668.0,4360.0,4365.0,15884.0,110.0,96.143,1800.784,15.776,15.795,57.475,0.398,0.348,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-23,502110.0,4442.0,4494.571,16002.0,118.0,100.857,1816.858,16.073,16.263,57.902,0.427,0.365,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-24,506302.0,4192.0,4549.571,16111.0,109.0,102.571,1832.026,15.169,16.462,58.297,0.394,0.371,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-25,511836.0,5534.0,4730.857,16225.0,114.0,103.143,1852.051,20.024,17.118,58.709,0.413,0.373,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-26,516753.0,4917.0,4747.857,16352.0,127.0,107.429,1869.842,17.792,17.18,59.169,0.46,0.389,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-27,522581.0,5828.0,4895.857,16521.0,169.0,120.429,1890.931,21.088,17.715,59.78,0.612,0.436,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-28,527999.0,5418.0,4955.857,16646.0,125.0,124.571,1910.535,19.605,17.932,60.233,0.452,0.451,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-29,534266.0,6267.0,5228.286,16815.0,169.0,133.0,1933.212,22.677,18.918,60.844,0.612,0.481,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-11-30,538883.0,4617.0,5253.286,16945.0,130.0,134.714,1949.919,16.706,19.009,61.315,0.47,0.487,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-01,543975.0,5092.0,5381.857,17081.0,136.0,138.571,1968.344,18.425,19.474,61.807,0.492,0.501,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-02,549508.0,5533.0,5381.714,17199.0,118.0,139.143,1988.365,20.021,19.473,62.234,0.427,0.503,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-03,557877.0,8369.0,5874.857,17355.0,156.0,143.286,2018.647,30.283,21.258,62.798,0.564,0.518,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-04,563680.0,5803.0,5871.286,17479.0,124.0,136.857,2039.645,20.998,21.245,63.247,0.449,0.495,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-05,569707.0,6027.0,5958.286,17589.0,110.0,134.714,2061.454,21.808,21.56,63.645,0.398,0.487,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-06,575796.0,6089.0,5932.857,17740.0,151.0,132.143,2083.486,22.033,21.468,64.191,0.546,0.478,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-07,581550.0,5754.0,6095.286,17867.0,127.0,131.714,2104.307,20.821,22.055,64.651,0.46,0.477,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-08,586842.0,5292.0,6123.857,18000.0,133.0,131.286,2123.456,19.149,22.159,65.132,0.481,0.475,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-09,592900.0,6058.0,6198.857,18171.0,171.0,138.857,2145.376,21.921,22.43,65.751,0.619,0.502,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-10,598933.0,6033.0,5865.143,18336.0,165.0,140.143,2167.206,21.83,21.223,66.348,0.597,0.507,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-11,605243.0,6310.0,5937.571,18511.0,175.0,147.429,2190.039,22.832,21.485,66.981,0.633,0.533,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-12,611631.0,6388.0,5989.143,18653.0,142.0,152.0,2213.153,23.115,21.671,67.495,0.514,0.55,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-13,617820.0,6189.0,6003.429,18819.0,166.0,154.143,2235.548,22.395,21.723,68.096,0.601,0.558,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-14,623309.0,5489.0,5965.571,18956.0,137.0,155.571,2255.409,19.862,21.586,68.591,0.496,0.563,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-15,629429.0,6120.0,6083.857,19111.0,155.0,158.714,2277.554,22.145,22.014,69.152,0.561,0.574,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-16,636154.0,6725.0,6179.143,19248.0,137.0,153.857,2301.888,24.334,22.359,69.648,0.496,0.557,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-17,643508.0,7354.0,6367.857,19390.0,142.0,150.571,2328.498,26.61,23.042,70.162,0.514,0.545,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-18,650197.0,6689.0,6422.0,19514.0,124.0,143.286,2352.702,24.204,23.238,70.61,0.449,0.518,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-19,657948.0,7751.0,6616.714,19659.0,145.0,143.714,2380.749,28.047,23.942,71.135,0.525,0.52,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-20,664930.0,6982.0,6730.0,19880.0,221.0,151.571,2406.013,25.264,24.352,71.935,0.8,0.548,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-21,671778.0,6848.0,6924.143,20085.0,205.0,161.286,2430.792,24.779,25.055,72.676,0.742,0.584,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.06,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-22,678125.0,6347.0,6956.571,20257.0,172.0,163.714,2453.758,22.966,25.172,73.299,0.622,0.592,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.06,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-23,685639.0,7514.0,7069.286,20408.0,151.0,165.714,2480.947,27.189,25.58,73.845,0.546,0.6,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.06,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-24,692838.0,7199.0,7047.143,20589.0,181.0,171.286,2506.996,26.049,25.5,74.5,0.655,0.62,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.06,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-25,700097.0,7259.0,7128.571,20847.0,258.0,190.429,2533.263,26.266,25.794,75.434,0.934,0.689,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.06,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2020-12-26,706837.0,6740.0,6984.143,20994.0,147.0,190.714,2557.651,24.388,25.272,75.966,0.532,0.69,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.06,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
