Date,Close,new_cases,new_deaths,pneumonia_mean,reproduction_rate,new_tests,positive_rate,tests_per_case,stringency_index,mask_use_mean,mobility_mean,total_boosters,total_vaccinations,new_vaccinations,cumulative_all_vaccinated,cumulative_all_fully_vaccinated,cumulative_all_effectively_vaccinated,infection_fatality,infection_detection,infection_hospitalization
2020-04-15,4625.904785,297.0,10.0,1.026,1.3,0.0,0.0,0.0,71.76,0.5825,-37.7105,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0099,0.0105
2020-04-16,4480.606934,380.0,27.0,1.0271,1.27,0.0,0.0,0.0,71.76,0.6001,-37.5249,0.0,0.0,0.0,0.0,0.0,0.0,0.0047,0.01,0.0101
2020-04-17,4634.820801,407.0,24.0,1.0295,1.24,0.0,0.0,0.0,71.76,0.6162,-37.3965,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0099,0.0099
2020-04-20,4575.904785,185.0,8.0,1.0364,1.11,0.0,0.0,0.0,71.76,0.6525,-37.6226,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0106,0.0104
2020-04-21,4501.918945,375.0,26.0,1.0387,1.11,0.0,0.0,0.0,71.76,0.6596,-37.9498,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0106,0.0105
2020-04-22,4567.562012,283.0,19.0,1.0399,1.09,0.0,0.0,0.0,71.76,0.6649,-38.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0107,0.0107
2020-04-23,4593.554199,357.0,12.0,1.0411,1.1,0.0,0.0,0.0,71.76,0.6689,-38.9248,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0107,0.0106
2020-04-24,4496.063965,436.0,42.0,1.0435,1.11,0.0,0.0,0.0,80.09,0.672,-39.5046,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0106,0.0104
2020-04-27,4513.141113,214.0,22.0,1.0506,1.05,0.0,0.0,0.0,80.09,0.6791,-41.0767,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0109,0.0103
2020-04-28,4529.554199,415.0,8.0,1.053,1.05,0.0,0.0,0.0,80.09,0.6814,-41.4276,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.011,0.0103
2020-04-29,4567.323242,260.0,11.0,1.0542,1.03,0.0,0.0,0.0,80.09,0.6841,-41.6584,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0108,0.0104
2020-04-30,4716.402832,347.0,8.0,1.0554,1.05,0.0,0.0,0.0,80.09,0.6873,-41.7656,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0108,0.0106
2020-05-04,4605.486816,395.0,19.0,1.0649,1.16,0.0,0.0,0.0,74.54,0.7031,-41.1272,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0109,0.0114
2020-05-05,4630.132813,484.0,8.0,1.0673,1.14,0.0,0.0,0.0,74.54,0.7069,-40.7643,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0104,0.0109
2020-05-06,4608.790039,367.0,23.0,1.0685,1.09,0.0,0.0,0.0,74.54,0.7104,-40.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0104,0.0107
2020-05-08,4597.430176,336.0,13.0,1.072,1.09,0.0,0.0,0.0,74.54,0.7171,-39.2715,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0106,0.0104
2020-05-11,4639.10498,233.0,18.0,1.0791,1.16,0.0,0.0,0.0,74.54,0.7259,-37.3508,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0123,0.0108
2020-05-12,4588.733887,484.0,16.0,1.0815,1.22,0.0,0.0,0.0,74.54,0.7282,-36.7179,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0128,0.0111
2020-05-13,4554.358887,689.0,21.0,1.0827,1.27,0.0,0.0,0.0,74.54,0.7306,-36.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0129,0.0111
2020-05-14,4513.833984,568.0,15.0,1.0838,1.24,0.0,0.0,0.0,74.54,0.7328,-35.6302,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0129,0.0109
2020-05-15,4507.606934,490.0,33.0,1.0861,1.21,0.0,0.0,0.0,74.54,0.7346,-35.2255,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0132,0.011
2020-05-18,4511.058105,496.0,43.0,1.0929,1.23,0.0,0.0,0.0,74.54,0.7405,-34.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0137,0.0108
2020-05-19,4548.655762,486.0,30.0,1.0952,1.24,0.0,0.0,0.0,74.54,0.7416,-34.7943,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0144,0.0109
2020-05-20,4545.952148,693.0,21.0,1.0964,1.28,0.0,0.0,0.0,71.76,0.7425,-34.9117,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.015,0.011
2020-05-26,4626.798828,415.0,27.0,1.1082,1.03,0.0,0.0,0.0,71.76,0.7396,-34.6801,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0138,0.0104
2020-05-27,4641.555176,686.0,55.0,1.1093,1.03,0.0,0.0,0.0,71.76,0.739,-34.2295,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0133,0.0103
2020-05-28,4716.185059,687.0,23.0,1.1103,1.04,0.0,0.0,0.0,71.76,0.7384,-33.6557,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0131,0.0104
2020-05-29,4753.611816,678.0,24.0,1.1122,1.04,0.0,0.0,0.0,71.76,0.7381,-32.9787,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.0134,0.0106
2020-06-02,4847.506836,609.0,22.0,1.1201,1.06,0.0,0.0,0.0,71.76,0.7413,-29.7162,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0133,0.0107
2020-06-03,4941.005859,684.0,35.0,1.1211,1.07,0.0,0.0,0.0,71.76,0.7435,-28.8693,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0138,0.0108
2020-06-04,4916.704102,585.0,23.0,1.122,1.1,0.0,0.0,0.0,71.76,0.7458,-28.0448,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0142,0.0108
2020-06-05,4947.782227,703.0,49.0,1.1237,1.16,0.0,0.0,0.0,71.76,0.748,-27.2573,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0146,0.0108
2020-06-08,5070.561035,847.0,32.0,1.1288,1.3,0.0,0.0,0.0,68.06,0.7532,-25.2433,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0174,0.0112
2020-06-09,5035.055176,1043.0,40.0,1.1306,1.32,0.0,0.0,0.0,68.06,0.7545,-24.7085,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.018,0.0113
2020-06-10,4920.682129,1240.0,36.0,1.1314,1.31,0.0,0.0,0.0,68.06,0.7555,-24.2388,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.018,0.0111
2020-06-11,4854.753906,979.0,41.0,1.1321,1.26,0.0,0.0,0.0,68.06,0.7564,-23.8303,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.0178,0.011
2020-06-12,4880.358887,1111.0,48.0,1.1335,1.23,0.0,0.0,0.0,68.06,0.7569,-23.4802,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0178,0.011
2020-06-15,4816.335938,1017.0,64.0,1.1378,1.19,0.0,0.0,0.0,68.06,0.7561,-22.7746,0.0,0.0,0.0,0.0,0.0,0.0,0.0044,0.0169,0.011
2020-06-16,4986.458008,1106.0,33.0,1.1392,1.17,0.0,0.0,0.0,68.06,0.7556,-22.6459,0.0,0.0,0.0,0.0,0.0,0.0,0.0044,0.0168,0.011
2020-06-17,4987.775879,1031.0,45.0,1.1399,1.14,0.0,0.0,0.0,68.06,0.7552,-22.5569,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0166,0.011
2020-06-18,4925.248047,1331.0,63.0,1.1405,1.14,0.0,0.0,0.0,68.06,0.7543,-22.4973,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0165,0.011
2020-06-19,4942.274902,1041.0,34.0,1.1415,1.11,0.0,0.0,0.0,68.06,0.7532,-22.4571,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0161,0.0109
2020-06-22,4918.831055,954.0,35.0,1.1447,1.08,0.0,0.0,0.0,68.06,0.7482,-22.3733,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0152,0.0107
2020-06-23,4879.132813,1051.0,35.0,1.1458,1.08,0.0,0.0,0.0,68.06,0.746,-22.3305,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0151,0.0107
2020-06-24,4964.734863,1113.0,38.0,1.1463,1.08,0.0,0.0,0.0,68.06,0.7437,-22.2674,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0153,0.0107
2020-06-25,4896.72998,1178.0,47.0,1.1467,1.09,0.0,0.0,0.0,68.06,0.7415,-22.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0157,0.0108
2020-06-26,4904.087891,1240.0,63.0,1.1474,1.12,0.0,0.0,0.0,68.06,0.7386,-22.0624,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0159,0.0108
2020-06-29,4901.817871,1082.0,51.0,1.1495,1.15,0.0,0.0,0.0,68.06,0.7301,-21.5436,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0166,0.0111
2020-06-30,4905.39209,1293.0,71.0,1.1502,1.15,0.0,0.0,0.0,62.5,0.7277,-21.3193,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0166,0.0111
2020-07-01,4914.388184,1385.0,58.0,1.1506,1.15,0.0,0.0,0.0,62.5,0.7255,-21.0746,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0163,0.0112
2020-07-02,4966.779785,1624.0,53.0,1.1508,1.15,0.0,0.0,0.0,62.5,0.7237,-20.8156,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0161,0.0113
2020-07-03,4973.793945,1301.0,49.0,1.1512,1.15,0.0,0.0,0.0,62.5,0.7224,-20.5497,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.016,0.0113
2020-07-06,4988.866211,1209.0,70.0,1.1523,1.17,0.0,0.0,0.0,62.5,0.7193,-19.7866,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0157,0.0115
2020-07-07,4987.082031,1268.0,68.0,1.1527,1.19,0.0,0.0,0.0,62.5,0.7191,-19.5597,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0159,0.0115
2020-07-08,5076.173828,1853.0,50.0,1.1529,1.22,0.0,0.0,0.0,62.5,0.719,-19.3562,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0156,0.0112
2020-07-09,5052.793945,2657.0,58.0,1.1529,1.24,0.0,0.0,0.0,62.5,0.7192,-19.1853,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0154,0.0109
2020-07-10,5031.255859,1611.0,52.0,1.1529,1.17,0.0,0.0,0.0,62.5,0.72,-19.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0153,0.0105
2020-07-13,5064.446777,1282.0,50.0,1.1531,1.06,0.0,0.0,0.0,62.5,0.7211,-18.9979,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0154,0.0099
2020-07-14,5079.12207,1591.0,54.0,1.1532,1.03,0.0,0.0,0.0,62.5,0.7211,-19.0791,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0152,0.0098
2020-07-15,5075.797852,1522.0,87.0,1.1532,1.01,0.0,0.0,0.0,62.5,0.7212,-19.1874,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0157,0.01
2020-07-16,5098.374023,1574.0,76.0,1.1531,1.0,0.0,0.0,0.0,62.5,0.7216,-19.3082,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0161,0.0102
2020-07-17,5079.584961,1462.0,84.0,1.1529,1.02,0.0,0.0,0.0,62.5,0.7223,-19.4301,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0166,0.0105
2020-07-20,5051.105957,1693.0,96.0,1.1521,1.09,0.0,0.0,0.0,62.5,0.7228,-19.7279,0.0,0.0,0.0,0.0,0.0,0.0,0.0044,0.0176,0.0108
2020-07-21,5114.708984,1655.0,81.0,1.1519,1.08,0.0,0.0,0.0,62.5,0.7227,-19.7741,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0177,0.0109
2020-07-22,5110.187012,1882.0,139.0,1.1518,1.07,0.0,0.0,0.0,62.5,0.7229,-19.7738,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0178,0.0108
2020-07-23,5145.009766,1906.0,117.0,1.1515,1.06,0.0,0.0,0.0,62.5,0.7235,-19.7208,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0177,0.0107
2020-07-24,5082.991211,1761.0,89.0,1.151,1.05,0.0,0.0,0.0,62.5,0.7239,-19.6153,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0174,0.0105
2020-07-27,5116.666016,1525.0,57.0,1.1495,1.06,0.0,0.0,0.0,62.5,0.7251,-19.0704,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0181,0.0106
2020-07-28,5112.98877,1748.0,63.0,1.149,1.08,0.0,0.0,0.0,62.5,0.7253,-18.8406,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0183,0.0106
2020-07-29,5149.629883,2381.0,74.0,1.1488,1.09,0.0,0.0,0.0,62.5,0.7253,-18.5948,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0182,0.0106
2020-07-30,5149.626953,1904.0,83.0,1.1484,1.06,0.0,0.0,0.0,62.5,0.7253,-18.3391,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.018,0.0105
2020-08-03,5006.223145,1679.0,66.0,1.1454,1.04,0.0,0.0,0.0,62.5,0.7247,-17.3532,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0176,0.0106
2020-08-04,5075.001953,1922.0,86.0,1.1446,1.05,0.0,0.0,0.0,62.5,0.7244,-17.1642,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0177,0.0107
2020-08-05,5127.050781,1815.0,64.0,1.1443,1.05,0.0,0.0,0.0,62.5,0.7244,-17.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0182,0.011
2020-08-06,5178.271973,1882.0,69.0,1.1438,1.07,0.0,0.0,0.0,62.5,0.7239,-16.9061,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0184,0.0112
2020-08-07,5143.893066,2473.0,72.0,1.1428,1.09,0.0,0.0,0.0,62.5,0.7235,-16.8416,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0181,0.0112
2020-08-10,5157.833984,1687.0,42.0,1.1399,1.05,0.0,0.0,0.0,62.5,0.7231,-16.9067,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0168,0.0109
2020-08-11,5190.169922,1693.0,59.0,1.1389,1.03,0.0,0.0,0.0,59.72,0.7229,-16.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0165,0.0109
2020-08-12,5233.452148,1942.0,79.0,1.1385,1.04,0.0,0.0,0.0,59.72,0.7233,-17.0947,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0162,0.0108
2020-08-13,5239.25,2098.0,65.0,1.1379,1.05,0.0,0.0,0.0,59.72,0.723,-17.1908,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0161,0.0108
2020-08-14,5247.689941,2307.0,53.0,1.1367,1.06,0.0,0.0,0.0,59.72,0.7228,-17.2717,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0161,0.0107
2020-08-18,5295.173828,1673.0,70.0,1.1321,1.01,0.0,0.0,0.0,59.72,0.7236,-17.3836,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0158,0.0106
2020-08-19,5272.810059,1902.0,69.0,1.1315,1.02,0.0,0.0,0.0,59.72,0.7241,-17.3655,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0156,0.0106
2020-08-24,5277.041016,1877.0,79.0,1.1256,1.11,0.0,0.0,0.0,59.72,0.7286,-17.1626,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0163,0.0109
2020-08-25,5338.888184,2447.0,99.0,1.1243,1.15,0.0,0.0,0.0,59.72,0.7301,-17.1092,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0166,0.011
2020-08-26,5340.328125,2306.0,86.0,1.1236,1.16,0.0,0.0,0.0,59.72,0.7318,-17.0442,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0172,0.0111
2020-08-27,5371.472168,2719.0,120.0,1.1229,1.19,0.0,0.0,0.0,59.72,0.733,-16.9671,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0177,0.0112
2020-08-28,5346.65918,3003.0,105.0,1.1215,1.22,0.0,0.0,0.0,59.72,0.7342,-16.8823,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.018,0.0112
2020-08-31,5238.486816,2743.0,74.0,1.1171,1.21,0.0,0.0,0.0,59.72,0.7381,-16.6718,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0182,0.0111
2020-09-01,5310.679199,2775.0,88.0,1.1157,1.19,0.0,0.0,0.0,59.72,0.7393,-16.6345,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0182,0.0111
2020-09-02,5311.970215,3075.0,111.0,1.115,1.18,0.0,0.0,0.0,59.72,0.7404,-16.6102,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0178,0.0109
2020-09-03,5280.812988,3622.0,134.0,1.1142,1.17,0.0,0.0,0.0,59.72,0.7414,-16.5952,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0177,0.0109
2020-09-04,5239.851074,3269.0,82.0,1.1126,1.15,0.0,0.0,0.0,59.72,0.742,-16.5897,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0176,0.0109
2020-09-07,5230.195801,2880.0,105.0,1.108,1.13,0.0,0.0,0.0,59.72,0.7451,-16.7333,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0173,0.0108
2020-09-08,5244.071777,3046.0,100.0,1.1064,1.13,0.0,0.0,0.0,59.72,0.7466,-16.8676,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0174,0.0108
2020-09-09,5149.375977,3307.0,106.0,1.1057,1.12,0.0,0.0,0.0,59.72,0.7482,-17.0514,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0176,0.0107
2020-09-10,4891.460938,3861.0,120.0,1.1048,1.13,0.0,0.0,0.0,59.72,0.7498,-17.2887,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0178,0.0107
2020-09-11,5016.711914,3737.0,88.0,1.1032,1.13,0.0,0.0,0.0,59.72,0.7517,-17.5848,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0179,0.0106
2020-09-14,5161.828125,3141.0,118.0,1.0983,1.11,0.0,0.0,0.0,68.98,0.7585,-18.8345,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0186,0.0106
2020-09-15,5100.865234,3507.0,124.0,1.0967,1.11,0.0,0.0,0.0,68.98,0.7613,-19.3277,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0186,0.0105
2020-09-16,5058.481934,3963.0,135.0,1.0959,1.1,0.0,0.0,0.0,68.98,0.7638,-19.8185,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0188,0.0106
2020-09-17,5038.400879,3635.0,122.0,1.095,1.09,0.0,0.0,0.0,68.98,0.7662,-20.2858,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.019,0.0107
2020-09-18,5059.223145,3891.0,114.0,1.0934,1.1,0.0,0.0,0.0,68.98,0.7682,-20.7151,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0193,0.0108
2020-09-21,4999.359863,4176.0,124.0,1.0883,1.14,0.0,0.0,0.0,68.98,0.7732,-21.6948,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0201,0.0108
2020-09-22,4934.092773,4071.0,160.0,1.0866,1.13,0.0,0.0,0.0,68.98,0.7743,-21.8923,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0205,0.0108
2020-09-23,4917.955078,4465.0,140.0,1.0858,1.12,0.0,0.0,0.0,72.69,0.775,-22.0124,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0207,0.0108
2020-09-24,4842.755859,4634.0,128.0,1.0849,1.11,0.0,0.0,0.0,72.69,0.7755,-22.0535,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0206,0.0106
2020-09-25,4945.791016,4823.0,113.0,1.0832,1.09,0.0,0.0,0.0,72.69,0.7753,-22.0211,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0204,0.0105
2020-09-28,4906.547852,3509.0,87.0,1.0781,1.03,0.0,0.0,0.0,72.69,0.7734,-21.6167,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0203,0.0103
2020-09-29,4879.098145,4002.0,128.0,1.0764,1.02,0.0,0.0,0.0,72.69,0.7725,-21.4195,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0202,0.0103
2020-09-30,4870.039063,4284.0,139.0,1.0755,1.01,0.0,0.0,0.0,72.69,0.7714,-21.2055,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0202,0.0102
2020-10-01,4970.094238,4174.0,116.0,1.0746,1.0,0.0,0.0,0.0,72.69,0.7702,-20.9845,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0204,0.0103
