Date,Open,High,Low,Close,Adj Close,Volume,location_id,version_name,location_name,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,seir_daily_unscaled_mean,seir_daily_unscaled_lower,seir_daily_unscaled_upper,seir_cumulative_unscaled_mean,seir_cumulative_unscaled_lower,seir_cumulative_unscaled_upper,cases_mean,cases_lower,cases_upper,reff_mean,reff_lower,reff_upper,cumulative_deaths,daily_deaths,cumulative_cases,cumulative_hospitalizations,cumulative_deaths_unscaled,daily_deaths_unscaled,daily_cases,population,mobility_mean,mobility_obs,testing_mean,testing_lower,testing_upper,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,cumulative_all_vaccinated,cumulative_all_fully_vaccinated,cumulative_all_effectively_vaccinated,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,admis_mean,admis_upper,admis_lower,all_bed_capacity,icu_bed_capacity,infection_fatality,infection_detection,infection_hospitalization,aged_65_older,aged_70_older,cardiovasc_death_rate,continent,diabetes_prevalence,excess_mortality,excess_mortality_cumulative,excess_mortality_cumulative_absolute,excess_mortality_cumulative_per_million,extreme_poverty,female_smokers,gdp_per_capita,handwashing_facilities,hosp_patients,hosp_patients_per_million,hospital_beds_per_thousand,human_development_index,icu_patients,icu_patients_per_million,iso_code,life_expectancy,location,male_smokers,median_age,new_cases,new_cases_per_million,new_cases_smoothed,new_cases_smoothed_per_million,new_deaths,new_deaths_per_million,new_deaths_smoothed,new_deaths_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,new_tests,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,new_vaccinations,new_vaccinations_smoothed,new_vaccinations_smoothed_per_million,people_fully_vaccinated,people_fully_vaccinated_per_hundred,people_vaccinated,people_vaccinated_per_hundred,population_density,positive_rate,reproduction_rate,stringency_index,tests_per_case,tests_units,total_boosters,total_boosters_per_hundred,total_cases,total_cases_per_million,total_deaths,total_deaths_per_million,total_tests,total_tests_per_thousand,total_vaccinations,total_vaccinations_per_hundred,weekly_hosp_admissions,weekly_hosp_admissions_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million
2020-07-30,5111.112793,5149.626953,5091.399902,5149.626953,5149.626953,80749900,11,reference,Indonesia,131049.19,179894.37,87161.23,21725.78,14345.08,31652.88,9564164.15,6055891.7,13855157.74,289.0,190.81,421.06,66.72,66.72,66.72,5015.9,5015.54,5016.37,1818.67,1818.67,1818.67,1.19,1.04,1.33,21908.33,359.51,106918.0,,5058.0,83.0,1914.0,259465835.493022,-18.3391,1,6.2282,6.2282,6.2282,1,1.1484,0,0.7253,1,,,,7347.37,13330.17,3751.42,1384.91,2512.61,707.11,1140.25,2314.5,460.41,224864.0,7085.0,0.0029,0.018,0.0105,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,1904.0,6.89,1811.286,6.554,83.0,0.3,68.857,0.249,,,,,,,,,,,,,,145.725,,1.06,62.5,,,,,106336.0,384.771,5058.0,18.302,,,,,,,,
2020-08-03,5149.626953,5157.272949,4928.467773,5006.223145,5006.223145,83815200,11,reference,Indonesia,135228.51,185904.67,90064.14,22893.53,15116.08,33354.25,10100636.76,6415234.94,14589587.35,290.85,192.04,423.77,67.15,67.15,67.15,5285.5,5285.13,5285.98,1784.89,1784.89,1784.89,1.1,1.02,1.32,22965.2,285.87,113752.0,,5302.0,66.0,1688.0,259465835.493022,-17.3532,1,5.2961,5.2961,5.2961,1,1.1454,0,0.7247,1,,,,7098.85,13004.75,3613.04,1320.96,2419.93,672.32,1151.1,2294.45,486.66,224864.0,7085.0,0.003,0.0176,0.0106,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,1679.0,6.075,1833.0,6.633,66.0,0.239,66.286,0.24,,,,,,,,,,,,,,145.725,,1.04,62.5,,,,,113134.0,409.369,5302.0,19.185,,,,,,,,
2020-08-04,5006.223145,5075.001953,5006.223145,5075.001953,5075.001953,73766600,11,reference,Indonesia,135824.27,186236.69,90350.31,23179.74,15305.05,33771.25,10236461.02,6505585.25,14775991.13,286.21,188.97,417.0,66.08,66.08,66.08,5351.58,5351.21,5352.06,1814.39,1814.39,1814.39,1.08,1.02,1.25,23337.7,372.5,115684.0,,5388.0,86.0,1932.0,259465835.493022,-17.1642,1,5.0607,5.0607,5.0607,1,1.1446,0,0.7244,1,,,,6712.01,12297.63,3421.51,1249.62,2289.54,637.01,1175.94,2327.78,488.73,224864.0,7085.0,0.0029,0.0177,0.0107,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,1922.0,6.955,1857.857,6.723,86.0,0.311,69.571,0.252,,,,,,,,,,,,,,145.725,,1.05,62.5,,,,,115056.0,416.324,5388.0,19.496,,,,,,,,
2020-08-05,5075.001953,5127.050781,5059.088867,5127.050781,5127.050781,84611300,11,reference,Indonesia,136236.35,185920.73,91513.67,23466.57,15494.43,34189.16,10372697.38,6597389.74,14962970.76,286.83,189.38,417.91,66.22,66.22,66.22,5417.8,5417.43,5418.29,1896.96,1896.96,1896.96,1.07,1.02,1.2,23614.91,277.21,117509.0,,5452.0,64.0,1825.0,259465835.493022,-17.014,1,4.8302,4.8302,4.8302,1,1.1443,0,0.7244,1,,,,6439.01,11810.13,3280.21,1201.78,2204.24,612.22,1225.77,2433.0,509.79,224864.0,7085.0,0.0029,0.0182,0.011,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,1815.0,6.567,1777.0,6.43,64.0,0.232,68.143,0.247,,,,,,,,,,,,,,145.725,,1.05,62.5,,,,,116871.0,422.891,5452.0,19.728,,,,,,,,
2020-08-06,5127.050781,5187.963867,5127.050781,5178.271973,5178.271973,90452400,11,reference,Indonesia,136269.1,185207.69,92381.24,23761.14,15688.92,34618.33,10508966.48,6689566.71,15148821.43,294.57,194.49,429.18,68.01,68.0,68.01,5485.81,5485.43,5486.3,1975.32,1975.32,1975.32,1.05,1.01,1.16,23913.78,298.87,119401.0,,5521.0,69.0,1892.0,259465835.493022,-16.9061,1,4.6073,4.6073,4.6073,1,1.1438,0,0.7239,1,,,,6463.66,11869.13,3289.33,1206.12,2214.77,613.79,1280.33,2544.38,547.88,224864.0,7085.0,0.0029,0.0184,0.0112,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,1882.0,6.81,1773.857,6.419,69.0,0.25,66.143,0.239,,,,,,,,,,,,,,145.725,,1.07,62.5,,,,,118753.0,429.701,5521.0,19.977,,,,,,,,
2020-08-07,5178.271973,5187.374023,5119.683105,5143.893066,5143.893066,91282400,11,reference,Indonesia,136505.29,184401.08,92622.32,24055.09,15883.0,35046.61,10645471.77,6782189.04,15334628.52,293.95,194.08,428.27,67.86,67.86,67.87,5553.68,5553.29,5554.17,2002.74,2002.74,2002.74,1.04,1.0,1.13,24225.64,311.86,121887.0,,5593.0,72.0,2486.0,259465835.493022,-16.8416,1,4.3942,4.3942,4.3942,1,1.1428,0,0.7235,1,,,,6463.42,11865.54,3287.85,1207.32,2216.39,614.14,1313.49,2591.36,570.63,224864.0,7085.0,0.0029,0.0181,0.0112,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,2473.0,8.948,1835.714,6.642,72.0,0.261,66.0,0.239,,,,,,,,,,,,,,145.725,,1.09,62.5,,,,,121226.0,438.65,5593.0,20.238,,,,,,,,
2020-08-10,5157.833984,5157.833984,5157.833984,5157.833984,5157.833984,0,11,reference,Indonesia,141207.3,192455.02,96130.56,24885.57,16431.32,36256.6,11062869.91,7065555.32,15898423.41,277.86,183.46,404.83,64.15,64.15,64.15,5745.41,5745.02,5745.91,2004.24,2004.24,2004.24,1.05,0.99,1.1,24970.65,181.92,127775.0,,5765.0,42.0,1696.0,259465835.493022,-16.9067,1,3.8323,3.8323,3.8323,1,1.1399,0,0.7231,1,,,,6484.82,11811.71,3319.23,1213.11,2209.61,620.93,1374.68,2632.75,625.02,224864.0,7085.0,0.0027,0.0168,0.0109,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,1687.0,6.104,1992.714,7.211,42.0,0.152,66.143,0.239,,,,,,,,,,,,,,145.725,,1.05,62.5,,,,,127083.0,459.843,5765.0,20.86,,,,,,,,
2020-08-11,5157.930176,5201.450195,5157.930176,5190.169922,5190.169922,88400000,11,reference,Indonesia,144186.19,198710.97,98219.51,25156.32,16610.08,36651.06,11207056.1,7163114.13,16090927.86,270.74,178.76,394.46,62.51,62.5,62.51,5807.92,5807.53,5808.42,2007.89,2007.89,2007.89,1.07,1.01,1.12,25226.2,255.55,129477.0,,5824.0,59.0,1702.0,259465835.493022,-16.995,1,3.6751,3.6751,3.6751,1,1.1389,0,0.7229,1,,,,6573.22,11893.79,3399.85,1230.99,2227.4,636.7,1391.41,2657.11,651.13,224864.0,7085.0,0.0027,0.0165,0.0109,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,1693.0,6.126,1960.0,7.092,59.0,0.213,62.286,0.225,,,,,,,,,,,,,,145.725,,1.03,59.72,,,,,128776.0,465.969,5824.0,21.074,,,,,,,,
2020-08-12,5190.166016,5235.52002,5178.458984,5233.452148,5233.452148,96807400,11,reference,Indonesia,148096.7,209617.29,98853.37,25416.54,16781.9,37030.2,11355152.8,7261215.38,16289784.0,260.22,171.81,379.14,60.08,60.08,60.08,5868.0,5867.6,5868.51,2000.96,2000.96,2000.96,1.09,1.03,1.18,25568.38,342.18,131430.0,,5903.0,79.0,1953.0,259465835.493022,-17.0947,1,3.5342,3.5342,3.5342,1,1.1385,0,0.7233,1,,,,6646.0,11945.28,3495.48,1247.54,2242.29,656.15,1401.29,2671.29,668.86,224864.0,7085.0,0.0026,0.0162,0.0108,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,1942.0,7.027,1978.143,7.158,79.0,0.286,64.429,0.233,,,,,,,,,,,,,,145.725,,1.04,59.72,,,,,130718.0,472.996,5903.0,21.36,,,,,,,,
2020-08-13,5233.452148,5279.349121,5218.413086,5239.25,5239.25,84601700,11,reference,Indonesia,152783.48,218559.07,99892.28,25676.46,16953.51,37408.89,11507936.28,7361107.66,16498363.82,259.92,171.61,378.69,60.01,60.0,60.01,5928.01,5927.61,5928.52,2019.39,2019.39,2019.39,1.12,1.05,1.25,25849.93,281.54,133539.0,,5968.0,65.0,2109.0,259465835.493022,-17.1908,1,3.4098,3.4098,3.4098,1,1.1379,0,0.723,1,,,,6682.82,11942.32,3575.18,1256.74,2245.82,672.33,1416.07,2699.48,676.76,224864.0,7085.0,0.0026,0.0161,0.0108,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,2098.0,7.591,2009.0,7.269,65.0,0.235,63.857,0.231,,,,,,,,,,,,,,145.725,,1.05,59.72,,,,,132816.0,480.587,5968.0,21.595,,,,,,,,
2020-08-14,5239.25,5255.374023,5221.919922,5247.689941,5247.689941,70397600,11,reference,Indonesia,157757.1,229466.55,103116.46,25945.35,17131.04,37800.65,11665693.39,7464224.13,16715592.57,268.89,177.53,391.76,62.08,62.08,62.08,5990.08,5989.68,5990.6,2042.53,2042.53,2042.53,1.15,1.06,1.3,26079.49,229.57,135859.0,,6021.0,53.0,2320.0,259465835.493022,-17.2717,1,3.3022,3.3022,3.3022,1,1.1367,0,0.7228,1,,,,6740.13,11988.01,3658.05,1276.79,2270.9,692.95,1428.35,2728.42,677.01,224864.0,7085.0,0.0026,0.0161,0.0107,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,2307.0,8.348,1985.286,7.184,53.0,0.192,61.143,0.221,,,,,,,,,,,,,,145.725,,1.06,59.72,,,,,135123.0,488.935,6021.0,21.787,,,,,,,,
2020-08-18,5247.689941,5316.132813,5243.995117,5295.173828,5295.173828,95642400,11,reference,Indonesia,178809.32,263864.78,114685.08,27063.28,17869.15,39429.45,12348927.72,7904658.87,17677639.76,287.45,189.79,418.81,66.36,66.36,66.37,6248.18,6247.77,6248.71,2059.67,2059.67,2059.67,1.25,1.06,1.38,27188.33,303.2,143822.0,,6277.0,70.0,1682.0,259465835.493022,-17.3836,1,3.0339,3.0339,3.0339,1,1.1321,0,0.7236,1,,,,6588.26,11572.59,3728.61,1253.52,2201.87,709.43,1448.35,2756.73,693.41,224864.0,7085.0,0.0028,0.0158,0.0106,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,1673.0,6.054,2038.143,7.375,70.0,0.253,64.714,0.234,,,,,,,,,,,,,,145.725,,1.01,59.72,,,,,143043.0,517.593,6277.0,22.713,,,,,,,,
2020-08-19,5295.173828,5327.315918,5268.506836,5272.810059,5272.810059,92676400,11,reference,Indonesia,183151.88,271195.6,117748.59,27373.32,18073.85,39881.16,12532079.6,8022592.96,17940020.02,310.04,204.7,451.71,71.58,71.58,71.58,6319.76,6319.35,6320.29,2033.39,2033.39,2033.39,1.25,1.06,1.37,27487.2,298.87,145734.0,,6346.0,69.0,1912.0,259465835.493022,-17.3655,1,3.0054,3.0054,3.0054,1,1.1315,0,0.7241,1,,,,6447.47,11282.38,3677.29,1221.7,2137.85,696.8,1444.41,2744.62,688.91,224864.0,7085.0,0.003,0.0156,0.0106,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,1902.0,6.882,2032.429,7.354,69.0,0.25,63.286,0.229,,,,,,,,,,,,,,145.725,,1.02,59.72,,,,,144945.0,524.476,6346.0,22.963,,,,,,,,
2020-08-24,5272.810059,5294.153809,5261.408203,5277.041016,5277.041016,138410800,11,reference,Indonesia,199467.49,285582.12,128281.77,29134.19,19236.45,42446.72,13500282.61,8644021.92,19326560.91,384.91,254.13,560.8,88.86,88.86,88.87,6726.3,6725.87,6726.85,2218.6,2218.6,2218.6,1.18,1.09,1.28,29276.08,342.18,156257.0,,6759.0,79.0,1887.0,259465835.493022,-17.1626,1,3.067,3.067,3.067,1,1.1256,0,0.7286,1,,,,6190.66,10728.01,3626.2,1150.76,1994.2,674.06,1556.89,2978.02,746.22,224864.0,7085.0,0.0033,0.0163,0.0109,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,1877.0,6.792,2006.0,7.259,79.0,0.286,78.857,0.285,,,,,,,,,,,,,,145.725,,1.11,59.72,,,,,155412.0,562.35,6759.0,24.457,,,,,,,,
2020-08-25,5277.041016,5341.376953,5276.957031,5338.888184,5338.888184,146510200,11,reference,Indonesia,202097.01,288543.67,130680.1,29541.07,19505.09,43039.53,13702379.62,8773197.07,19615059.89,406.87,268.63,592.81,93.94,93.93,93.94,6820.24,6819.81,6820.78,2309.03,2309.03,2309.03,1.16,1.06,1.26,29704.89,428.81,158717.0,,6858.0,99.0,2460.0,259465835.493022,-17.1092,1,3.1165,3.1165,3.1165,1,1.1243,0,0.7301,1,,,,6283.55,10917.35,3659.77,1163.65,2021.79,677.75,1594.91,3071.85,746.06,224864.0,7085.0,0.0034,0.0166,0.011,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,2447.0,8.854,2116.571,7.659,99.0,0.358,83.0,0.3,,,,,,,,,,,,,,145.725,,1.15,59.72,,,,,157859.0,571.204,6858.0,24.815,,,,,,,,
2020-08-26,5338.888184,5351.471191,5324.612793,5340.328125,5340.328125,137729200,11,reference,Indonesia,204539.59,292086.42,131192.64,29954.44,19778.01,43641.8,13906919.2,8902303.45,19906964.65,413.37,272.92,602.28,95.44,95.43,95.44,6915.67,6915.24,6916.22,2454.39,2454.39,2454.39,1.14,1.06,1.22,30077.39,372.5,161036.0,,6944.0,86.0,2319.0,259465835.493022,-17.0442,1,3.1771,3.1771,3.1771,1,1.1236,0,0.7318,1,,,,6509.04,11380.67,3753.02,1202.36,2102.26,693.26,1656.88,3232.56,754.29,224864.0,7085.0,0.0034,0.0172,0.0111,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,2306.0,8.344,2174.286,7.868,86.0,0.311,85.429,0.309,,,,,,,,,,,,,,145.725,,1.16,59.72,,,,,160165.0,579.548,6944.0,25.126,,,,,,,,
2020-08-27,5340.328125,5371.472168,5325.487793,5371.472168,5371.472168,134549700,11,reference,Indonesia,206778.36,298638.17,128883.06,30365.95,20049.71,44241.37,14113697.56,9031258.67,20203839.6,411.52,271.7,599.57,95.01,95.0,95.01,7010.68,7010.25,7011.23,2600.89,2600.89,2600.89,1.12,1.03,1.21,30597.16,519.77,163770.0,,7064.0,120.0,2734.0,259465835.493022,-16.9671,1,3.2485,3.2485,3.2485,1,1.1229,0,0.733,1,,,,6876.88,12135.06,3914.51,1267.97,2237.49,721.76,1725.27,3401.67,767.5,224864.0,7085.0,0.0033,0.0177,0.0112,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,2719.0,9.839,2239.0,8.102,120.0,0.434,92.286,0.334,,,,,,,,,,,,,,145.725,,1.19,59.72,,,,,162884.0,589.387,7064.0,25.561,,,,,,,,
2020-08-28,5371.472168,5381.948242,5325.60498,5346.65918,5346.65918,107955900,11,reference,Indonesia,208336.71,303863.8,127032.97,30774.68,20319.56,44836.89,14322034.27,9159347.54,20504704.61,408.73,269.86,595.51,94.36,94.36,94.37,7105.04,7104.61,7105.6,2722.1,2722.1,2722.1,1.11,1.0,1.2,31051.96,454.8,166789.0,,7169.0,105.0,3019.0,259465835.493022,-16.8823,1,3.33,3.33,3.33,1,1.1215,0,0.7342,1,,,,7463.45,13292.14,4182.6,1373.39,2445.97,769.67,1786.57,3536.43,771.54,224864.0,7085.0,0.0032,0.018,0.0112,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,3003.0,10.866,2354.143,8.518,105.0,0.38,95.571,0.346,,,,,,,,,,,,,,145.725,,1.22,59.72,,,,,165887.0,600.253,7169.0,25.941,,,,,,,,
2020-08-31,5346.65918,5369.446777,5233.143066,5238.486816,5238.486816,124088000,11,reference,Indonesia,211256.93,316552.62,125579.0,32006.75,21133.02,46631.99,14953404.16,9537742.41,21433792.56,420.18,277.42,612.19,97.01,97.0,97.01,7389.49,7389.05,7390.06,3006.74,3006.74,3006.74,1.06,0.94,1.14,32126.16,320.53,175747.0,,7417.0,74.0,2758.0,259465835.493022,-16.6718,1,3.6313,3.6313,3.6313,1,1.1171,0,0.7381,1,,,,10142.09,18475.65,5420.52,1876.01,3417.48,1002.65,1948.5,3892.07,837.51,224864.0,7085.0,0.0032,0.0182,0.0111,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,2743.0,9.925,2769.143,10.02,74.0,0.268,94.0,0.34,,,,,,,,,,,,,,145.725,,1.21,59.72,,,,,174796.0,632.49,7417.0,26.838,,,,,,,,
2020-09-01,5238.486816,5310.679199,5219.208008,5310.679199,5310.679199,90465800,11,reference,Indonesia,211492.58,320228.37,125926.6,32424.15,21408.6,47240.13,15164896.74,9663148.94,21751281.36,417.39,275.58,608.14,96.36,96.36,96.37,7485.86,7485.41,7486.43,3090.74,3090.74,3090.74,1.05,0.94,1.13,32507.32,381.17,178537.0,,7505.0,88.0,2790.0,259465835.493022,-16.6345,1,3.7492,3.7492,3.7492,1,1.1157,0,0.7393,1,,,,11071.53,20295.75,5848.9,2050.96,3759.71,1083.49,2001.68,3998.52,856.64,224864.0,7085.0,0.0032,0.0182,0.0111,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,2775.0,10.041,2816.0,10.19,88.0,0.318,92.429,0.334,,,,,,,,,,,,,,145.725,,1.19,59.72,,,,,177571.0,642.531,7505.0,27.156,,,,,,,,
2020-09-02,5310.679199,5337.099121,5295.276855,5311.970215,5311.970215,121613800,11,reference,Indonesia,212218.32,321637.92,126258.76,32839.37,21682.75,47845.11,15377115.07,9788744.49,22070120.64,415.23,274.15,604.98,95.86,95.86,95.87,7581.72,7581.27,7582.3,3096.96,3096.96,3096.96,1.04,0.93,1.12,32988.11,480.79,181629.0,,7616.0,111.0,3092.0,259465835.493022,-16.6102,1,3.875,3.875,3.875,1,1.115,0,0.7404,1,,,,12252.28,22543.68,6423.89,2278.08,4191.58,1194.4,2018.78,4015.5,869.09,224864.0,7085.0,0.0032,0.0178,0.0109,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,3075.0,11.127,2925.857,10.587,111.0,0.402,96.0,0.347,,,,,,,,,,,,,,145.725,,1.18,59.72,,,,,180646.0,653.658,7616.0,27.558,,,,,,,,
2020-09-03,5311.970215,5331.167969,5242.171875,5280.812988,5280.812988,136923000,11,reference,Indonesia,213414.59,324156.41,127661.46,33260.48,21960.78,48458.66,15590529.66,9915236.76,22393317.88,421.11,278.03,613.55,97.22,97.22,97.22,7678.94,7678.49,7679.52,3126.1,3126.1,3126.1,1.03,0.92,1.12,33568.52,580.41,185271.0,,7750.0,134.0,3642.0,259465835.493022,-16.5952,1,4.0082,4.0082,4.0082,1,1.1142,0,0.7414,1,,,,13472.42,24837.67,7029.21,2524.27,4653.73,1317.04,2046.89,4059.88,885.45,224864.0,7085.0,0.0032,0.0177,0.0109,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,3622.0,13.106,3054.857,11.054,134.0,0.485,98.0,0.355,,,,,,,,,,,,,,145.725,,1.17,59.72,,,,,184268.0,666.764,7750.0,28.043,,,,,,,,
2020-09-04,5280.812988,5280.812988,5188.608887,5239.851074,5239.851074,95095800,11,reference,Indonesia,215004.75,327049.15,128168.54,33692.1,22245.75,49087.53,15805534.41,10042595.75,22719737.4,431.63,284.97,628.87,99.65,99.65,99.65,7778.59,7778.14,7779.18,3178.03,3178.03,3178.03,1.03,0.91,1.11,33923.7,355.18,188558.0,,7832.0,82.0,3287.0,259465835.493022,-16.5897,1,4.1484,4.1484,4.1484,1,1.1126,0,0.742,1,,,,14674.62,27083.02,7629.4,2776.86,5124.88,1443.7,2086.24,4132.16,905.04,224864.0,7085.0,0.0033,0.0176,0.0109,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,3269.0,11.829,3092.857,11.191,82.0,0.297,94.714,0.343,,,,,,,,,,,,,,145.725,,1.15,59.72,,,,,187537.0,678.592,7832.0,28.34,,,,,,,,
2020-09-07,5235.009766,5245.349121,5195.865234,5230.195801,5230.195801,80111600,11,reference,Indonesia,224482.03,350393.41,127352.67,35025.34,23126.0,51030.04,16468538.09,10430009.64,23727466.96,441.22,291.31,642.85,101.86,101.86,101.87,8086.4,8085.94,8086.99,3277.32,3277.32,3277.32,1.06,0.91,1.13,35214.46,454.8,198062.0,,8130.0,105.0,2896.0,259465835.493022,-16.7333,1,4.6046,4.6046,4.6046,1,1.108,0,0.7451,1,,,,18745.01,34537.99,9746.01,3560.68,6560.61,1851.29,2163.16,4287.21,964.24,224864.0,7085.0,0.0033,0.0173,0.0108,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,2880.0,10.421,3170.429,11.472,105.0,0.38,101.857,0.369,,,,,,,,,,,,,,145.725,,1.13,59.72,,,,,196989.0,712.794,8130.0,29.418,,,,,,,,
2020-09-08,5232.917969,5256.305176,5232.917969,5244.071777,5244.071777,103353200,11,reference,Indonesia,228422.1,359978.51,128208.26,35464.09,23415.68,51669.28,16696960.19,10568616.57,24077386.53,438.74,289.67,639.24,101.29,101.29,101.3,8187.69,8187.23,8188.29,3328.03,3328.03,3328.03,1.07,0.93,1.16,35647.6,433.14,201125.0,,8230.0,100.0,3063.0,259465835.493022,-16.8676,1,4.7664,4.7664,4.7664,1,1.1064,0,0.7466,1,,,,19916.21,36652.61,10389.52,3783.56,6963.03,1973.74,2184.99,4349.78,973.82,224864.0,7085.0,0.0032,0.0174,0.0108,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,3046.0,11.022,3209.143,11.612,100.0,0.362,103.571,0.375,,,,,,,,,,,,,,145.725,,1.13,59.72,,,,,200035.0,723.816,8230.0,29.78,,,,,,,,
2020-09-09,5214.032227,5216.02002,5135.812012,5149.375977,5149.375977,101220300,11,reference,Indonesia,232055.12,370524.95,129653.55,35904.06,23706.16,52310.32,16929015.31,10717004.63,24437994.97,439.98,290.49,641.04,101.58,101.58,101.58,8289.27,8288.81,8289.87,3410.32,3410.32,3410.32,1.09,0.95,1.17,36106.73,459.13,204450.0,,8336.0,106.0,3325.0,259465835.493022,-17.0514,1,4.9319,4.9319,4.9319,1,1.1057,0,0.7482,1,,,,20998.97,38660.73,10988.15,3982.04,7331.24,2083.68,2212.78,4446.43,983.17,224864.0,7085.0,0.0031,0.0176,0.0107,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,3307.0,11.966,3242.286,11.732,106.0,0.384,102.857,0.372,,,,,,,,,,,,,,145.725,,1.12,59.72,,,,,203342.0,735.782,8336.0,30.163,,,,,,,,
