Date,Open,High,Low,Close,Adj Close,Volume,location_id,version_name,location_name,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,seir_daily_unscaled_mean,seir_daily_unscaled_lower,seir_daily_unscaled_upper,seir_cumulative_unscaled_mean,seir_cumulative_unscaled_lower,seir_cumulative_unscaled_upper,cases_mean,cases_lower,cases_upper,reff_mean,reff_lower,reff_upper,cumulative_deaths,daily_deaths,cumulative_cases,cumulative_hospitalizations,cumulative_deaths_unscaled,daily_deaths_unscaled,daily_cases,population,mobility_mean,mobility_obs,testing_mean,testing_lower,testing_upper,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,cumulative_all_vaccinated,cumulative_all_fully_vaccinated,cumulative_all_effectively_vaccinated,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,admis_mean,admis_upper,admis_lower,all_bed_capacity,icu_bed_capacity,infection_fatality,infection_detection,infection_hospitalization,aged_65_older,aged_70_older,cardiovasc_death_rate,continent,diabetes_prevalence,excess_mortality,excess_mortality_cumulative,excess_mortality_cumulative_absolute,excess_mortality_cumulative_per_million,extreme_poverty,female_smokers,gdp_per_capita,handwashing_facilities,hosp_patients,hosp_patients_per_million,hospital_beds_per_thousand,human_development_index,icu_patients,icu_patients_per_million,iso_code,life_expectancy,location,male_smokers,median_age,new_cases,new_cases_per_million,new_cases_smoothed,new_cases_smoothed_per_million,new_deaths,new_deaths_per_million,new_deaths_smoothed,new_deaths_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,new_tests,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,new_vaccinations,new_vaccinations_smoothed,new_vaccinations_smoothed_per_million,people_fully_vaccinated,people_fully_vaccinated_per_hundred,people_vaccinated,people_vaccinated_per_hundred,population_density,positive_rate,reproduction_rate,stringency_index,tests_per_case,tests_units,total_boosters,total_boosters_per_hundred,total_cases,total_cases_per_million,total_deaths,total_deaths_per_million,total_tests,total_tests_per_thousand,total_vaccinations,total_vaccinations_per_hundred,weekly_hosp_admissions,weekly_hosp_admissions_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million
2021-05-25,5772.937012,5848.554199,5769.287109,5815.839844,5815.839844,144613700,11,reference,Indonesia,234061.56,332403.71,133472.77,214653.18,141721.03,312747.43,71954166.74,50319198.01,94550721.68,633.35,418.15,922.78,146.22,146.22,146.22,49557.36,49556.25,49558.79,5522.74,5522.74,5522.74,1.3,1.06,1.53,214955.47,745.0,1786187.0,,49627.0,172.0,5060.0,259465835.493022,-16.0574,1,28.6369,28.6369,28.6369,0,1.1039,0,0.7577,1,15330306.0,10125480.0,7467624.6771387,20562.7,35830.7,11322.72,4471.44,7791.52,2462.17,2670.29,5192.02,1254.93,224864.0,7085.0,0.0042,0.0339,0.0157,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,5060.0,18.309,5422.429,19.621,172.0,0.622,164.286,0.594,196904.0,0.071,61861.0,0.224,56055.0,0.203,639215.0,322316.0,1166.0,10125480.0,3.66,15330306.0,5.55,145.725,0.0967,1.13,71.76,10.3,people tested,,,1786187.0,6463.22,49627.0,179.573,10882055.0,39.376,25455786.0,9.21,,,,
2021-05-27,5850.501953,5904.837891,5841.828125,5841.828125,5841.828125,211859200,11,reference,Indonesia,257539.06,364509.54,150640.91,215957.93,142582.46,314648.44,72457455.58,50724637.72,95172498.08,659.95,435.72,961.55,152.36,152.36,152.37,49858.59,49857.47,49860.03,5771.96,5771.96,5771.96,1.39,1.19,1.58,216168.27,589.07,1797499.0,,49907.0,136.0,6278.0,259465835.493022,-15.1062,1,28.7522,28.7522,28.7522,0,1.1082,0,0.7567,1,15703583.0,10359996.0,7664673.76060319,21390.55,37177.17,11692.09,4641.08,8066.29,2536.82,2747.72,5356.31,1282.26,224864.0,7085.0,0.0046,0.0346,0.0157,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,6278.0,22.717,5514.429,19.954,136.0,0.492,145.714,0.527,190621.0,0.069,62386.0,0.226,57456.0,0.208,302748.0,308321.0,1116.0,10359996.0,3.75,15703583.0,5.68,145.725,0.096,1.12,71.76,10.4,people tested,,,1797499.0,6504.152,49907.0,180.586,11000759.0,39.806,26063579.0,9.43,,,,
2021-05-28,5875.270996,5891.472168,5833.342773,5848.616211,5848.616211,181542500,11,reference,Indonesia,270235.44,380755.78,156831.54,216638.3,143031.66,315639.74,72727691.02,50941272.84,95506335.67,680.37,449.2,991.3,157.08,157.08,157.08,50015.67,50014.55,50017.11,5814.1,5814.1,5814.1,1.42,1.26,1.61,217004.23,835.96,1803361.0,,50100.0,193.0,5862.0,259465835.493022,-14.7179,1,28.8098,28.8098,28.8098,0,1.1093,0,0.7568,1,16000947.0,10486399.0,7753688.70223693,21753.38,37776.22,11849.3,4718.91,8194.7,2570.44,2760.8,5379.28,1283.9,224864.0,7085.0,0.0049,0.0345,0.0157,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,5862.0,21.211,5531.0,20.014,193.0,0.698,146.714,0.531,199231.0,0.072,73092.0,0.264,57644.0,0.209,423767.0,309967.0,1122.0,10486399.0,3.79,16000947.0,5.79,145.725,0.096,1.12,71.76,10.4,people tested,,,1803361.0,6525.363,50100.0,181.284,11073851.0,40.07,26487346.0,9.58,,,,
2021-05-31,5869.217773,5947.462891,5860.536133,5947.462891,5947.462891,169049900,11,reference,Indonesia,305901.58,433718.76,177242.76,218735.11,144416.03,318694.78,73608132.38,51661806.49,96576649.43,719.36,474.94,1048.1,166.08,166.08,166.08,50499.76,50498.63,50501.21,5727.1,5727.1,5727.1,1.42,1.33,1.63,219074.65,753.67,1821703.0,,50578.0,174.0,5662.0,259465835.493022,-13.8459,1,28.9827,28.9827,28.9827,0,1.1142,0,0.7581,1,16413672.0,10631835.0,7993264.03940439,22677.58,39195.69,12381.02,4873.67,8423.59,2660.82,2819.25,5622.83,1377.07,224864.0,7085.0,0.0056,0.0332,0.0156,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,5662.0,20.488,5796.571,20.975,174.0,0.63,160.429,0.581,213440.0,0.077,53491.0,0.194,61588.0,0.223,156318.0,318419.0,1152.0,10631835.0,3.85,16413672.0,5.94,145.725,0.0941,1.08,71.76,10.6,people tested,,,1821703.0,6591.733,50578.0,183.014,11251308.0,40.712,27045507.0,9.79,,,,
2021-06-02,6002.480957,6031.578125,5991.506836,6031.578125,6031.578125,178537100,11,reference,Indonesia,336517.86,475059.37,190321.92,220210.02,145389.8,320843.72,74264845.68,52198171.79,97398271.67,737.3,486.78,1074.25,170.22,170.22,170.22,50840.28,50839.14,50841.73,5752.24,5752.24,5752.24,1.4,1.31,1.53,220504.02,801.31,1831773.0,,50908.0,185.0,5246.0,259465835.493022,-13.3808,1,29.098,29.098,29.098,0,1.1181,0,0.7607,1,16766263.0,10852984.0,8216539.98426281,23362.84,40798.27,12953.74,5011.43,8751.4,2778.63,2983.36,5743.47,1545.15,224864.0,7085.0,0.0056,0.0324,0.0161,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,5246.0,18.982,5793.143,20.962,185.0,0.669,162.429,0.588,175752.0,0.064,49731.0,0.18,59181.0,0.214,310366.0,265488.0,961.0,10852984.0,3.93,16766263.0,6.07,145.725,0.0979,1.04,71.76,10.2,people tested,,,1831773.0,6628.17,50908.0,184.208,11352639.0,41.079,27619247.0,9.99,,,,
2021-06-03,6038.856934,6091.513184,6005.63623,6091.513184,6091.513184,181262300,11,reference,Indonesia,354771.84,497633.76,202366.34,220951.03,145879.03,321923.38,74619617.52,52485464.54,97848556.94,741.01,489.24,1079.65,171.08,171.08,171.08,51011.36,51010.22,51012.82,5734.1,5734.1,5734.1,1.41,1.31,1.52,221314.0,809.98,1837126.0,,51095.0,187.0,5353.0,259465835.493022,-13.1535,1,29.1556,29.1556,29.1556,0,1.1201,0,0.7619,1,17042850.0,10984900.0,8348115.70707905,23871.02,41929.64,13365.48,5105.75,8968.29,2858.73,3077.72,5835.32,1583.81,224864.0,7085.0,0.0055,0.0315,0.0163,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,5353.0,19.37,5661.0,20.484,187.0,0.677,169.714,0.614,191324.0,0.069,58367.0,0.211,58607.0,0.212,408503.0,280596.0,1015.0,10984900.0,3.97,17042850.0,6.17,145.725,0.0966,1.05,71.76,10.4,people tested,,,1837126.0,6647.54,51095.0,184.884,11411006.0,41.29,28027750.0,10.14,,,,
2021-06-04,6091.129883,6103.858887,6043.856934,6065.166016,6065.166016,158659400,11,reference,Indonesia,375220.18,522219.98,216463.46,221703.8,146376.03,323020.16,74994837.7,52789702.56,98325888.0,752.77,497.0,1096.78,173.79,173.79,173.8,51185.15,51184.01,51186.61,5808.96,5808.96,5808.96,1.42,1.33,1.54,222184.61,870.62,1843612.0,,51296.0,201.0,6486.0,259465835.493022,-12.9549,1,29.2132,29.2132,29.2132,0,1.1211,0,0.7625,1,17291504.0,11055554.0,8499069.52987074,24527.29,42667.79,13972.64,5226.55,9092.14,2977.45,3213.38,6056.86,1686.44,224864.0,7085.0,0.0053,0.031,0.0165,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,6486.0,23.469,5750.143,20.807,201.0,0.727,170.857,0.618,184365.0,0.067,65207.0,0.236,57480.0,0.208,319308.0,265673.0,961.0,11055554.0,4.0,17291504.0,6.26,145.725,0.1,1.09,71.76,10.0,people tested,,,1843612.0,6671.009,51296.0,185.612,11476213.0,41.526,28347058.0,10.26,,,,
2021-06-07,6075.506836,6088.0,6050.800781,6069.935059,6069.935059,200000700,11,reference,Indonesia,453194.92,643021.27,257413.89,224039.45,147918.09,326423.21,76272109.95,53902395.85,99831852.94,783.4,517.22,1141.41,180.86,180.86,180.87,51724.39,51723.24,51725.86,6720.96,6720.96,6720.96,1.51,1.36,1.69,224380.64,827.3,1863031.0,,51803.0,191.0,6993.0,259465835.493022,-12.7634,1,29.3861,29.3861,29.3861,0,1.1254,0,0.7618,1,17775918.0,11197069.0,8851667.58611476,27411.54,47033.06,16259.61,5844.65,10028.31,3466.85,3785.63,7150.97,2008.89,224864.0,7085.0,0.005,0.0312,0.017,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,6993.0,25.304,5904.0,21.363,191.0,0.691,175.0,0.633,194607.0,0.07,51495.0,0.186,54630.0,0.198,202627.0,275354.0,996.0,11197069.0,4.05,17775918.0,6.43,145.725,0.1081,1.18,71.76,9.3,people tested,,,1863031.0,6741.276,51803.0,187.446,11633720.0,42.096,28972987.0,10.48,,,,
2021-06-08,6071.25,6075.88623,5992.118164,5999.369141,5999.369141,265159600,11,reference,Indonesia,487043.74,694335.75,271558.95,224827.8,148438.58,327571.84,76759153.69,54331533.03,100429262.33,788.35,520.49,1148.62,182.01,182.0,182.01,51906.39,51905.24,51907.87,7087.82,7087.82,7087.82,1.55,1.39,1.74,225199.28,818.64,1869325.0,,51992.0,189.0,6294.0,259465835.493022,-12.8663,1,29.4438,29.4438,29.4438,0,1.1271,0,0.7607,1,18260482.0,11356025.0,9076515.03812781,28585.02,49104.08,16904.56,6080.21,10444.74,3595.7,3977.65,7506.74,2106.52,224864.0,7085.0,0.0049,0.0312,0.0169,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,6294.0,22.774,6114.0,22.123,189.0,0.684,181.286,0.656,237986.0,0.086,69184.0,0.25,57142.0,0.207,643520.0,329661.0,1193.0,11356025.0,4.11,18260482.0,6.61,145.725,0.107,1.2,71.76,9.3,people tested,,,1869325.0,6764.05,51992.0,188.13,11702904.0,42.346,29616507.0,10.72,,,,
2021-06-09,5973.036133,6047.475098,5972.449219,6047.475098,6047.475098,239289300,11,reference,Indonesia,524411.86,752767.79,289611.77,225617.08,148959.68,328721.81,77283565.54,54793138.54,101066352.29,789.28,521.1,1149.98,182.22,182.22,182.22,52088.61,52087.46,52090.09,7264.1,7264.1,7264.1,1.59,1.4,1.78,225935.62,736.34,1877050.0,,52162.0,170.0,7725.0,259465835.493022,-13.0469,1,29.5014,29.5014,29.5014,0,1.1288,0,0.7596,1,18718769.0,11436259.0,9234578.69133175,29740.96,51212.95,17426.24,6326.51,10894.04,3706.92,4108.82,7775.13,2185.73,224864.0,7085.0,0.0048,0.0304,0.0167,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,7725.0,27.952,6468.143,23.405,170.0,0.615,179.143,0.648,278929.0,0.101,70533.0,0.255,60114.0,0.218,538521.0,362254.0,1311.0,11436259.0,4.14,18718769.0,6.77,145.725,0.1076,1.22,71.76,9.3,people tested,,,1877050.0,6792.003,52162.0,188.745,11773437.0,42.602,30155028.0,10.91,,,,
2021-06-10,6065.925781,6111.445801,6064.933105,6107.538086,6107.538086,215823100,11,reference,Indonesia,562781.5,807490.16,313236.5,226405.43,149480.16,329870.44,77846347.04,55287406.72,101748224.04,788.35,520.49,1148.62,182.01,182.0,182.01,52270.62,52269.47,52272.1,7614.6,7614.6,7614.6,1.63,1.43,1.8,226849.55,913.93,1885942.0,,52373.0,211.0,8892.0,259465835.493022,-13.3057,1,29.559,29.559,29.559,0,1.1306,0,0.7582,1,19211433.0,11488917.0,9452850.00249764,30932.41,53390.81,18137.59,6576.86,11351.98,3856.42,4299.07,8164.09,2290.99,224864.0,7085.0,0.0047,0.0304,0.0166,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,8892.0,32.175,6973.714,25.234,211.0,0.763,182.571,0.661,309798.0,0.112,69037.0,0.25,61638.0,0.223,545322.0,381800.0,1382.0,11488917.0,4.16,19211433.0,6.95,145.725,0.1131,1.23,71.76,8.8,people tested,,,1885942.0,6824.178,52373.0,189.509,11842474.0,42.851,30700350.0,11.11,,,,
2021-06-11,6118.379883,6134.881836,6084.23877,6095.49707,6095.49707,196526600,11,reference,Indonesia,601706.54,863666.75,338090.46,227203.68,150007.19,331033.49,78448053.58,55803544.95,102480277.85,798.25,527.02,1163.05,184.29,184.29,184.3,52454.91,52453.76,52456.4,7988.32,7988.32,7988.32,1.65,1.5,1.8,227685.52,835.96,1894025.0,,52566.0,193.0,8083.0,259465835.493022,-13.649,1,29.6167,29.6167,29.6167,0,1.1314,0,0.757,1,19669968.0,11525638.0,9606611.87165034,32185.86,55599.24,18875.61,6852.14,11836.68,4018.48,4500.08,8522.26,2377.9,224864.0,7085.0,0.0047,0.0304,0.0166,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,8083.0,29.248,7201.857,26.06,193.0,0.698,181.429,0.656,339781.0,0.123,74144.0,0.268,62915.0,0.228,495256.0,406935.0,1472.0,11525638.0,4.17,19669968.0,7.12,145.725,0.1145,1.23,71.76,8.7,people tested,,,1894025.0,6853.426,52566.0,190.207,11916618.0,43.12,31195606.0,11.29,,,,
2021-06-14,6110.796875,6124.87207,6071.725098,6080.383789,6080.383789,196186700,11,reference,Indonesia,706118.23,991156.71,405345.39,229647.0,151620.33,334593.41,80467216.91,57408137.6,104786164.53,833.52,550.31,1214.44,192.44,192.43,192.44,53019.01,53017.84,53020.5,8924.03,8924.03,8924.03,1.62,1.4,1.79,230067.8,1026.55,1919547.0,,53116.0,237.0,8189.0,259465835.493022,-15.2595,1,29.7896,29.7896,29.7896,0,1.135,0,0.7516,1,20424048.0,11615862.0,10059824.4840993,36138.68,62850.08,21145.69,7727.02,13438.33,4521.28,5088.49,9647.01,2707.3,224864.0,7085.0,0.0048,0.03,0.0165,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,8189.0,29.631,8073.714,29.214,237.0,0.858,187.571,0.679,378304.0,0.137,52713.0,0.191,63875.0,0.231,312530.0,438132.0,1585.0,11615862.0,4.2,20424048.0,7.39,145.725,0.1264,1.27,71.76,7.9,people tested,,,1919547.0,6945.776,53116.0,192.197,12080845.0,43.714,32039910.0,11.59,,,,
2021-06-15,6085.36084,6091.367188,6051.245117,6089.038086,6089.038086,163564500,11,reference,Indonesia,733703.9,1020405.88,427915.05,230530.95,152203.93,335881.33,81200920.81,57984913.44,105582544.26,883.95,583.6,1287.92,204.08,204.08,204.08,53223.09,53221.92,53224.58,9541.1,9541.1,9541.1,1.57,1.35,1.78,230778.15,710.35,1927708.0,,53280.0,164.0,8161.0,259465835.493022,-15.9687,1,29.8472,29.8472,29.8472,0,1.1364,0,0.7504,1,20904723.0,11699021.0,10333637.9312327,37719.96,65722.54,22103.13,8072.24,14064.92,4730.17,5379.87,10196.73,2862.75,224864.0,7085.0,0.0051,0.0306,0.0167,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,8161.0,29.53,8340.429,30.179,164.0,0.593,184.0,0.666,377749.0,0.137,59153.0,0.214,62442.0,0.226,563834.0,426748.0,1544.0,11699021.0,4.23,20904723.0,7.56,145.725,0.1336,1.3,71.76,7.5,people tested,,,1927708.0,6975.306,53280.0,192.791,12139998.0,43.928,32603744.0,11.8,,,,
2021-06-16,6071.438965,6114.096191,6049.575195,6078.567871,6078.567871,152950200,11,reference,Indonesia,760258.64,1059914.9,447291.13,231470.9,152824.5,337250.83,81961179.45,58578852.58,106447266.24,939.95,620.58,1369.51,217.01,217.0,217.01,53440.09,53438.92,53441.6,10280.24,10280.24,10280.24,1.52,1.31,1.8,231627.11,848.96,1937652.0,,53476.0,196.0,9944.0,259465835.493022,-16.7261,1,29.9048,29.9048,29.9048,0,1.1378,0,0.7493,1,21448774.0,11815618.0,10497292.4913271,39491.59,68841.2,23180.48,8475.93,14775.13,4975.14,5701.14,10810.44,3021.56,224864.0,7085.0,0.0053,0.0314,0.0168,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,9944.0,35.982,8657.429,31.326,196.0,0.709,187.714,0.679,390001.0,0.141,42072.0,0.152,58376.0,0.211,660648.0,444195.0,1607.0,11815618.0,4.28,21448774.0,7.76,145.725,0.1483,1.33,71.76,6.7,people tested,,,1937652.0,7011.288,53476.0,193.5,12182070.0,44.08,33264392.0,12.04,,,,
2021-06-17,6063.537109,6082.291992,6034.827148,6068.446777,6068.446777,205095900,11,reference,Indonesia,788523.27,1098832.38,460566.36,232505.52,153507.58,338758.28,82749702.73,59196798.49,107348596.11,1034.62,683.08,1507.45,238.86,238.86,238.87,53678.96,53677.79,53680.46,10945.24,10945.24,10945.24,1.47,1.28,1.77,232826.91,1199.8,1950276.0,,53753.0,277.0,12624.0,259465835.493022,-17.5072,1,29.9625,29.9625,29.9625,0,1.1392,0,0.7483,1,21999256.0,11963130.0,10658038.9368051,41418.61,72224.95,24344.87,8912.89,15542.13,5238.79,6011.49,11408.99,3172.21,224864.0,7085.0,0.0058,0.0317,0.0168,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,12624.0,45.679,9190.571,33.256,277.0,1.002,197.143,0.713,398260.0,0.144,79322.0,0.287,59845.0,0.217,697994.0,466005.0,1686.0,11963130.0,4.33,21999256.0,7.96,145.725,0.1536,1.37,71.76,6.5,people tested,,,1950276.0,7056.967,53753.0,194.502,12261392.0,44.367,33962386.0,12.29,,,,
2021-06-18,6065.519043,6070.416016,5944.053223,6007.120117,6007.120117,238006900,11,reference,Indonesia,818544.37,1143954.5,473794.81,233626.46,154247.65,340391.5,83568247.09,59850514.26,108283253.72,1120.94,740.07,1633.22,258.79,258.79,258.8,53937.75,53936.58,53939.26,11674.96,11674.96,11674.96,1.42,1.26,1.71,234083.03,1256.11,1963266.0,,54043.0,290.0,12990.0,259465835.493022,-18.2909,1,30.0201,30.0201,30.0201,0,1.1399,0,0.7483,1,22455167.0,12096066.0,10828059.2773741,43589.72,76132.04,25617.02,9398.21,16414.53,5523.19,6400.73,12174.18,3335.06,224864.0,7085.0,0.0061,0.0319,0.0169,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,12990.0,47.004,9891.571,35.792,290.0,1.049,211.0,0.763,397886.0,0.144,73805.0,0.267,59797.0,0.216,588847.0,479375.0,1735.0,12096066.0,4.38,22455167.0,8.13,145.725,0.1654,1.39,71.76,6.0,people tested,,,1963266.0,7103.971,54043.0,195.552,12335197.0,44.634,34551233.0,12.5,,,,
2021-06-21,5959.964844,6021.494141,5884.917969,5996.25293,5996.25293,159997500,11,reference,Indonesia,938867.34,1315840.73,534517.29,237430.16,156758.93,345933.51,86251446.96,62029143.51,111360248.6,1334.73,881.21,1944.71,308.15,308.15,308.15,54815.92,54814.73,54817.43,14249.17,14249.17,14249.17,1.36,1.25,1.47,238037.61,1273.44,2004445.0,,54956.0,294.0,14536.0,259465835.493022,-20.4948,1,30.193,30.193,30.193,0,1.1426,0,0.75,1,23265773.0,12320386.0,11337192.7765851,51944.3,91163.85,30219.4,11203.66,19662.77,6517.9,7897.47,15075.48,4137.6,224864.0,7085.0,0.0064,0.0323,0.0173,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,14536.0,52.598,12128.286,43.886,294.0,1.064,262.857,0.951,405961.0,0.147,62361.0,0.226,64650.0,0.234,303081.0,506607.0,1833.0,12320386.0,4.46,23265773.0,8.42,145.725,0.1876,1.42,71.76,5.3,people tested,,,2004445.0,7252.974,54956.0,198.855,12533392.0,45.351,35586159.0,12.88,,,,
2021-06-22,6006.665039,6118.861816,6006.665039,6087.841797,6087.841797,151167900,11,reference,Indonesia,988824.13,1385605.77,563878.81,238829.85,157683.03,347972.88,87240271.08,62826210.71,112501839.31,1399.7,924.11,2039.37,323.15,323.15,323.15,55139.07,55137.88,55140.59,15237.17,15237.17,15237.17,1.37,1.24,1.5,239488.64,1451.03,2018113.0,,55291.0,335.0,13668.0,259465835.493022,-21.1361,1,30.2506,30.2506,30.2506,0,1.1437,0,0.7509,1,23789884.0,12514917.0,11573542.7508574,55504.11,97678.18,32230.58,11985.28,21092.14,6959.71,8520.16,16349.65,4491.32,224864.0,7085.0,0.0064,0.0322,0.0174,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,13668.0,49.457,12915.0,46.732,335.0,1.212,287.286,1.04,412166.0,0.149,70742.0,0.256,66305.0,0.24,718642.0,528722.0,1913.0,12514917.0,4.53,23789884.0,8.61,145.725,0.1948,1.41,71.76,5.1,people tested,,,2018113.0,7302.431,55291.0,200.067,12604134.0,45.607,36304801.0,13.14,,,,
2021-06-23,6095.89502,6130.096191,6034.542969,6034.542969,6034.542969,199578400,11,reference,Indonesia,1040196.36,1458962.47,600003.72,240304.42,158656.57,350121.34,88280467.44,63649581.61,113698327.17,1474.57,973.54,2148.46,340.44,340.43,340.44,55479.5,55478.32,55481.03,16242.24,16242.24,16242.24,1.39,1.26,1.52,240801.06,1312.42,2033421.0,,55594.0,303.0,15308.0,259465835.493022,-21.7192,1,30.3082,30.3082,30.3082,0,1.1447,0,0.7522,1,24358856.0,12640041.0,11813680.149012,59518.55,104907.22,34492.91,12845.94,22642.21,7444.63,9136.71,17489.8,4800.18,224864.0,7085.0,0.0064,0.0319,0.0174,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,15308.0,55.391,13681.286,49.505,303.0,1.096,302.571,1.095,415726.0,0.15,74391.0,0.269,70922.0,0.257,694096.0,533501.0,1930.0,12640041.0,4.57,24358856.0,8.81,145.725,0.1929,1.42,71.76,5.2,people tested,,,2033421.0,7357.823,55594.0,201.164,12678525.0,45.877,36998897.0,13.39,,,,
2021-06-24,6052.080078,6060.48877,6003.196777,6012.056152,6012.056152,168548200,11,reference,Indonesia,1090722.26,1529416.9,635209.53,241824.78,159660.34,352336.52,89371189.71,64491467.48,115114930.81,1520.36,1003.77,2215.18,351.01,351.0,351.01,55830.51,55829.32,55832.04,17370.39,17370.39,17370.39,1.41,1.3,1.53,242338.72,1537.65,2053995.0,,55949.0,355.0,20574.0,259465835.493022,-22.2516,1,30.3659,30.3659,30.3659,0,1.1458,0,0.7539,1,24929442.0,12769789.0,12062534.10667,63878.22,112521.86,36983.32,13735.64,24195.41,7952.47,9726.04,18528.81,5133.06,224864.0,7085.0,0.0063,0.0318,0.0173,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,20574.0,74.446,14817.0,53.615,355.0,1.285,313.714,1.135,418598.0,0.151,90503.0,0.327,72519.0,0.262,700334.0,533835.0,1932.0,12769789.0,4.62,24929442.0,9.02,145.725,0.2043,1.43,71.76,4.9,people tested,,,2053995.0,7432.268,55949.0,202.448,12769028.0,46.204,37699231.0,13.64,,,,
2021-06-25,6027.220215,6067.791016,6019.404785,6022.398926,6022.398926,172441600,11,reference,Indonesia,1140621.12,1587996.75,666616.6,243396.81,160698.22,354626.98,90511810.82,65374396.26,116594884.43,1572.03,1037.88,2290.46,362.94,362.93,362.94,56193.44,56192.25,56194.98,18353.46,18353.46,18353.46,1.42,1.33,1.53,244166.58,1827.86,2072867.0,,56371.0,422.0,18872.0,259465835.493022,-22.7521,1,30.4235,30.4235,30.4235,0,1.1463,0,0.7559,1,25482036.0,12912623.0,12324358.3138871,68417.63,120294.94,39664.6,14641.93,25744.11,8488.55,10220.06,19411.26,5463.96,224864.0,7085.0,0.0062,0.0314,0.017,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,18872.0,68.287,15657.286,56.655,422.0,1.527,332.571,1.203,432410.0,0.156,95451.0,0.345,75612.0,0.274,695428.0,549061.0,1987.0,12912623.0,4.67,25482036.0,9.22,145.725,0.2071,1.43,71.76,4.8,people tested,,,2072867.0,7500.556,56371.0,203.975,12864479.0,46.549,38394659.0,13.89,,,,
